Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,AnneeFiscale,DateRapport,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,EPS,EOD_Close_Price,ROE_calcule,ROA_calcule,DebtToEquity_calcule,PER_calcule,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%Gearing,%PayOut,Croissance de l'EPS (en %)
PPG,PPG,PPG,USA,Basic Materials,Specialty Chemicals,United States,1.158,37.630766825841796,237.400992,2021,2021-12-31,1.439,16.802,6.286,21.351,7.466,6.06,158.51141357421875,0.2289214126630607,0.0673973116013301,0.1984014844702274,26.156998939640054,2.26,0.3249862,8.56445661230806,118.77187400572701,37.29372937293729,
PPG,PPG,PPG,USA,Basic Materials,Specialty Chemicals,United States,1.158,27.91948249908545,235.027008,2022,2022-12-31,1.026,15.614,6.592,20.744,7.635,4.34,118.79265594482422,0.1556432038834951,0.0494600848438102,0.2734649540961261,27.371579710788993,2.42,0.3603306,6.571026002305623,115.82220873786409,55.76036866359447,-28.38283828382838
PPG,PPG,PPG,USA,Basic Materials,Specialty Chemicals,United States,1.158,33.1424822845459,235.8,2023,2023-12-31,1.27,16.242,7.832,21.647,6.599,5.38,140.55335998535156,0.1621552604698672,0.0586686376865154,0.1991100106305877,26.12515984857836,2.54,0.3748225,7.819234084472355,84.25689479060266,47.21189591078067,23.963133640553004
PPG,PPG,PPG,USA,Basic Materials,Specialty Chemicals,United States,1.158,27.335728318634033,234.894,2024,2024-12-31,1.116,15.845,6.785,19.433,6.395,4.77,116.37474060058594,0.1644804716285924,0.057428086245047,0.2339429162251623,24.397220251695167,2.66,0.4091682,7.043231303250237,94.25202652910832,55.765199161425585,-11.338289962825288
PPL,PPL,PPL,USA,Utilities,Utilities - Regulated Electric,United States,0.703,19.38877569113806,736.318016,2022,2022-12-31,0.756,7.902,13.915,37.837,14.228,1.02,26.332067489624023,0.0543298598634567,0.0199804424240822,0.7338266338551293,25.815752440807863,0.875,1.3774916,9.567198177676538,102.24937118217751,85.7843137254902,
PPL,PPL,PPL,USA,Utilities,Utilities - Regulated Electric,United States,0.703,18.973974275942382,737.123968,2023,2023-12-31,0.74,8.312,13.933,39.236,15.604,1.0,25.74054718017578,0.0531113184525945,0.0188602304006524,0.8223896466321626,25.74054718017578,0.96,1.3910432,8.902791145332051,111.99310988301154,96.0,-1.9607843137254943
PPL,PPL,PPL,USA,Utilities,Utilities - Regulated Electric,United States,0.703,23.202282007286865,737.969984,2024,2024-12-31,0.888,8.462,14.077,41.069,16.806,1.2,31.440685272216797,0.063081622504795,0.021622148092235,0.7243253053609959,26.200571060180664,1.032,1.2049299,10.493973056015127,119.38623286211552,86.00000000000001,19.999999999999996
PRU,PRU,PRU,USA,Financial Services,Insurance - Life,United States,0.966,33.68890393066406,378.0,2021,2021-12-31,8.868,71.149,61.876,937.582,19.618,19.948347,89.12408447265625,0.1433188958562286,0.0094583727076671,0.5823282360380817,4.467742839677706,4.6,0.5008179,12.463984033507147,31.705346176223415,23.059554759098585,
PRU,PRU,PRU,USA,Financial Services,Insurance - Life,United States,0.966,34.33353417205811,361.0,2023,2023-12-31,2.488,54.265,27.82,721.212,20.874,6.764787,95.10674285888672,0.0894320632638389,0.0034497484789493,0.6079770260583319,14.05908905319365,5.0,0.4781768,4.584907398875887,75.03235082674334,73.91215717508918,-66.08848342170907
PRU,PRU,PRU,USA,Financial Services,Insurance - Life,United States,0.966,40.542431403702636,359.806016,2024,2024-12-31,2.727,70.675,27.872,735.587,21.57,7.538462,112.67858123779295,0.0978401262916188,0.0037072433308364,0.5320351851919287,14.947157820493487,5.2,0.3743594,3.8585072515033603,77.38949483352468,68.97958761349464,11.436797640487416
PSA,PSA,PSA,USA,Real Estate,REIT - Industrial,United States,0.986,54.43819377110156,175.355008,2021,2021-12-31,1.953263,3.415824,9.335177,17.380908,7.475279,9.91,310.44561767578125,0.2092368468214368,0.1123798020218506,0.1373168079644891,31.3265002700082,8.0,0.1808351,57.182776395973555,80.07645703986115,80.72653884964683,
PSA,PSA,PSA,USA,Real Estate,REIT - Industrial,United States,0.986,42.698018144939454,176.124992,2022,2022-12-31,4.349147,4.182163,10.073402,17.552307,6.870826,23.64,242.43020629882812,0.4317456009399804,0.2477820721800274,0.1609167427086853,10.255084868816756,21.15,0.1944477,103.9927664225426,68.2076025557205,89.46700507614213,138.54692230070634
PSA,PSA,PSA,USA,Real Estate,REIT - Industrial,United States,0.986,50.73657964732031,176.323008,2023,2023-12-31,2.148327,4.51769,10.013178,19.809216,9.103277,11.11,287.7479248046875,0.214549966054733,0.1084508846791311,0.1794223627859549,25.89990322274415,12.0,0.2368635,47.55366127379258,90.91296489486156,108.01080108010801,-53.00338409475466
PSA,PSA,PSA,USA,Real Estate,REIT - Industrial,United States,0.986,50.33614929898242,175.183008,2024,2024-12-31,2.072011,4.695616,9.712606,19.754934,9.353034,10.68,287.33465576171875,0.2133321376363872,0.1048857465178066,0.1858114720783593,26.90399398517966,12.0,0.1804373,44.12650012266761,96.29788338989556,112.35955056179776,-3.870387038703871
PSX,PSX,PSX,USA,Energy,Oil & Gas Refining & Marketing,United States,0.917,27.35453953624219,438.201984,2021,2021-12-31,1.315,111.476,19.166,55.594,14.448,2.97,62.42449951171875,0.0686110821245956,0.0236536316868726,0.5281755878528959,21.018350003945702,3.62,0.7600139,1.179626107861782,75.38349159970782,121.88552188552188,
PSX,PSX,PSX,USA,Energy,Oil & Gas Refining & Marketing,United States,0.917,42.838556470825196,472.632,2022,2022-12-31,11.024,169.99,29.494,76.442,17.19,23.36,90.63829040527344,0.3737709364616532,0.1442139138170116,0.4012740254613176,3.8800638015956097,3.83,0.9667116,6.485087358079886,58.28304061843087,16.39554794520548,686.5319865319865
PSX,PSX,PSX,USA,Energy,Oil & Gas Refining & Marketing,United States,0.917,55.13860546105957,439.956,2023,2023-12-31,7.015,147.399,30.583,75.501,19.359,15.56,125.32754516601562,0.2293757970114115,0.0929126766532893,0.3510970188332359,8.054469483677096,4.2,0.8268495,4.759191039287919,63.29987247817416,26.99228791773779,-33.390410958904106
PSX,PSX,PSX,USA,Energy,Oil & Gas Refining & Marketing,United States,0.917,45.34978770858935,412.988992,2024,2024-12-31,2.117,143.153,27.408,72.582,20.062,5.01,109.80870819091795,0.0772402218330414,0.0291670111046816,0.4423835482740355,21.917905826530532,4.5,0.6764633,1.4788373278939317,73.19760653823701,89.82035928143713,-67.80205655526991
PTC,PTC,PTC,USA,Technology,Software - Application,United States,1.03,12.286943420761109,117.466,2022,2022-09-30,0.313081,1.933347,2.296034,4.687268,1.540203,2.67,104.5999984741211,0.1363573013291615,0.0667939191870403,0.1253528194324991,39.17602939105659,0.0,0.1868832,16.193730354664734,67.08101883508694,0.0,
PWR,PWR,PWR,USA,Industrials,Engineering & Construction,United States,1.142,16.22851287666455,142.499008,2021,2021-12-31,0.485956,12.980213,5.112301,12.855189,4.002318,3.45,113.88509368896484,0.0950562183251729,0.0378023224707159,0.246622597548975,33.01017208375792,0.18,0.2746146,3.743821461173249,78.28799595328991,5.217391304347826,
PWR,PWR,PWR,USA,Industrials,Engineering & Construction,United States,1.142,20.014119495703124,142.900992,2022,2022-12-31,0.491189,17.073903,5.383464,13.464337,3.975491,3.42,140.05584716796875,0.0912403240738676,0.0364807416807823,0.1986343191791928,40.9520020958973,0.36,0.3174567,2.8768407551571538,73.84633759973133,10.526315789473683,-0.8695652173913104
PWR,PWR,PWR,USA,Industrials,Engineering & Construction,United States,1.142,30.337020897265624,145.284992,2023,2023-12-31,0.744689,20.882206,6.272241,16.237225,4.463697,5.13,208.8104248046875,0.1187277402127883,0.0458630708141323,0.1471369590018751,40.70378651163499,0.3299999999999999,0.2357034,3.5661414316092848,71.16590386115584,6.432748538011694,50.0
PYPL,PYPL,PYPL,USA,Financial Services,Credit Services,United States,1.439,84.82733670032812,1140.029952,2022,2022-12-31,2.419,27.518,20.274,78.624,10.417,2.1,74.40798950195312,0.1193153793035414,0.030766687016687,0.1228023937236226,35.43237595331101,0.0,4.2760398,8.790609782687696,51.38107921475782,0.0,
PYPL,PYPL,PYPL,USA,Financial Services,Credit Services,United States,1.439,66.10965866819286,1078.140032,2023,2023-12-31,4.246,29.771,21.051,82.166,9.676,3.85,61.3182487487793,0.2017006317989644,0.051675875666334,0.1463628794177299,15.92681785682579,0.0,3.8297739,14.262201471230393,45.964562253574655,0.0,83.33333333333333
PYPL,PYPL,PYPL,USA,Financial Services,Credit Services,United States,1.439,85.36943654921093,1002.540032,2024,2024-12-31,4.147,31.797,20.417,81.611,9.879,4.03,85.15314483642578,0.2031150511828378,0.0508142284741027,0.1157205716627318,21.129812614497713,0.0,3.2310461,13.042110890964556,48.38614879757064,0.0,4.675324675324677
QCOM,QCOM,QCOM,USA,Technology,Semiconductors,United States,1.214,117.77625959600391,1123.000064,2022,2022-09-30,12.936,44.2,18.013,49.014,15.482,11.52,104.87644958496094,0.718148004219175,0.2639245929734362,0.1314526378499907,9.103858470916748,2.93,2.3765785,29.266968325791854,85.94903680675067,25.43402777777778,
QCOM,QCOM,QCOM,USA,Technology,Semiconductors,United States,1.214,118.17606610107421,1116.0,2023,2023-09-30,7.232,35.82,21.581,51.04,15.398,6.47,105.8925323486328,0.3351095871368333,0.141692789968652,0.1302971109804105,16.366697426372923,3.1500000000000004,2.0286919,20.189838079285316,71.34979843380752,48.68624420401855,-43.83680555555556
QCOM,QCOM,QCOM,USA,Technology,Semiconductors,United States,1.214,184.40989178275782,1114.520064,2024,2024-09-30,10.142,38.962,26.274,55.154,14.634,9.09,165.4612579345703,0.3860089822638349,0.1838851216593538,0.0793558298772792,18.202558628665603,3.35,2.240093,26.030491247882548,55.69764786480932,36.85368536853685,40.494590417310675
RCL,RCL,RCL,USA,Consumer Cyclical,Travel Services,United States,1.914,30.252468951648442,256.235008,2023,2023-12-31,1.697,13.9,4.724,35.131,22.13,6.63,118.06532287597656,0.359229466553768,0.0483049158862543,0.7315105433334937,17.807741006934624,0.0,0.8503551,12.20863309352518,468.4589331075359,0.0,
RCL,RCL,RCL,USA,Consumer Cyclical,Travel Services,United States,1.914,61.2397621675625,268.875008,2024,2024-12-31,2.877,16.485,7.563,37.07,20.82,11.0,227.762939453125,0.3804046013486711,0.0776099271648233,0.3399751936173903,20.70572176846591,0.95,0.5815141,17.452229299363058,275.28758429194767,8.636363636363637,65.91251885369533
REG,REG,REG,USA,Real Estate,REIT - Retail,United States,0.94,10.94780194572705,171.212992,2021,2021-12-31,0.361411,1.166161,6.037371,10.792563,4.298008,2.116174,63.942588806152344,0.0598623142424078,0.0334870410300129,0.392590953079629,30.21613005648512,2.41,0.2508786,30.9915183237992,71.19005938180707,113.88477507048098,
REG,REG,REG,USA,Real Estate,REIT - Retail,United States,0.94,9.545578471252439,171.864,2022,2022-12-31,0.482865,1.224022,6.096985,10.86022,4.29468,2.829411,55.541465759277344,0.079197340980829,0.0444618064827416,0.4499130160559573,19.63004517875888,2.525,0.240707,39.44904585048308,70.439405706263,89.24118836040434,33.704081044375364
REG,REG,REG,USA,Real Estate,REIT - Retail,United States,0.94,11.59846336790625,185.660992,2023,2023-12-31,0.364557,1.322466,7.032687,12.426913,4.798314,2.04,62.47119140625,0.0518375124614532,0.0293360869268176,0.4137025610890203,30.62313304227941,2.62,0.2405626,27.56645539469446,68.22874386418734,128.4313725490196,-27.90018841377233
REG,REG,REG,USA,Real Estate,REIT - Retail,United States,0.94,12.887460962658691,181.504992,2024,2024-12-31,0.400388,1.453904,6.724146,12.391961,5.018169,2.138066,71.00334167480469,0.0595448105975093,0.0323103018158304,0.3893838370909601,33.209143999672925,2.7150000000000003,0.2777185,27.538819619452177,74.62909044509148,126.98391911194511,4.807156862745088
REGN,REGN,REGN,USA,Healthcare,Biotechnology,United States,0.368,67.54096203399658,107.543,2021,2021-12-31,8.0753,16.0717,18.7688,25.4348,2.6997,76.399998,628.0368041992188,0.4302512680618899,0.3174902102631041,0.0399712991745825,8.220377233507504,0.0,0.2112266,50.24546252107742,14.383977665061165,0.0,
REGN,REGN,REGN,USA,Healthcare,Biotechnology,United States,0.368,78.02787089526367,108.902,2022,2022-12-31,4.3384,12.1729,22.664,29.2145,2.7014,40.51,716.4962158203125,0.1914225202965054,0.1485016002327611,0.0346209625997109,17.68689745298229,0.0,0.1757306,35.63982288526152,11.919343452170843,0.0,-46.976438402524565
REGN,REGN,REGN,USA,Healthcare,Biotechnology,United States,0.368,98.05321764440917,108.947,2023,2023-12-31,3.9536,13.1172,25.9731,33.0802,2.7029,37.05,900.0084228515625,0.1522190266082985,0.119515601477621,0.0275656430756009,24.29172531313259,0.0,0.1420384,30.140578782057144,10.406535993008152,0.0,-8.541100962725256
REGN,REGN,REGN,USA,Healthcare,Biotechnology,United States,0.368,78.55602410522461,110.892,2024,2024-12-31,4.4126,14.202,29.3536,37.7594,2.7044,40.9,708.4011840820312,0.1503256840728224,0.1168609670704513,0.0344263858921563,17.32032234919392,0.0,0.1429978,31.070271792705256,9.213179984737819,0.0,10.391363022941968
RF,RF,RF,USA,Financial Services,Banks - Regional,United States,1.049,17.531904879087037,953.283008,2021,2021-12-31,2.521,6.436,18.326,162.938,2.407,2.51,18.39108085632324,0.1375641165557131,0.0154721427782346,0.1372925541520131,7.327123847140735,0.65,1.9756316,39.1702921068987,13.134344646949689,25.896414342629487,
RF,RF,RF,USA,Financial Services,Banks - Regional,United States,1.049,17.51197083380237,934.446016,2022,2022-12-31,2.245,7.165,15.947,155.22,2.284,2.29,18.7404842376709,0.1407788298739574,0.0144633423527895,0.1304250687530454,8.183617571035327,0.74,2.1628694,31.332868108862527,14.322443092744717,32.314410480349345,-8.764940239043817
RF,RF,RF,USA,Financial Services,Banks - Regional,United States,1.049,16.609271314092528,930.065024,2023,2023-12-31,2.074,7.576,17.429,152.194,2.33,2.11,17.858182907104492,0.1189970738424465,0.0136273440477285,0.1402830958648412,8.463593794836253,0.88,2.3990318,27.375923970432947,13.368523724826439,41.70616113744076,-7.860262008733631
RF,RF,RF,USA,Financial Services,Banks - Regional,United States,1.049,20.486639616577147,908.864,2024,2024-12-31,1.893,7.083,17.879,157.302,6.493,1.94,22.540929794311523,0.105878404832485,0.012034176297822,0.3169382642308047,11.61903597644924,0.98,1.9866884,26.725963574756456,36.31634878908216,50.51546391752577,-8.056872037914687
RJF,RJF,RJF,USA,Financial Services,Asset Management,United States,1.008,20.398320265927733,215.824992,2022,2022-09-30,1.509,10.851,9.458,80.951,3.329,7.16,94.51324462890624,0.1595474730386974,0.0186409062272238,0.1631997123586976,13.200173830852828,1.78,0.3134814,13.906552391484652,35.1977162190738,24.860335195530723,
RJF,RJF,RJF,USA,Financial Services,Asset Management,United States,1.008,19.922399035354616,208.842,2023,2023-09-30,1.739,11.468,10.214,78.36,3.139,8.16,95.39459991455078,0.1702565106716271,0.0221924451250638,0.157561345620549,11.690514695410634,1.71,0.2892605,15.163934426229508,30.73232817701194,20.955882352941178,13.966480446927365
RJF,RJF,RJF,USA,Financial Services,Asset Management,United States,1.008,24.81481588949585,206.044,2024,2024-09-30,2.068,12.639,11.673,82.992,3.089,9.94,120.4345474243164,0.1771609697592735,0.0249180643917486,0.1244820841611635,12.116151652345716,1.35,0.2871068,16.362053959965188,26.462777349438877,13.581488933601612,21.813725490196067
RL,RL,RL,USA,Consumer Cyclical,Apparel Manufacturing,United States,1.535,7.471476352498535,71.167296,2022,2022-03-31,0.6001,6.2185,2.536,7.7247,3.3919,8.22,104.98468780517578,0.2366324921135646,0.0776858648232293,0.4539798883075786,12.771859830313357,2.9379999999999997,0.2567992,9.650237195465145,133.75,35.742092457420924,
RL,RL,RL,USA,Consumer Cyclical,Apparel Manufacturing,United States,1.535,7.495036720056152,67.3304,2023,2023-03-31,0.5227,6.4436,2.4305,6.7895,2.8819,7.72,111.31727600097656,0.2150586299115408,0.0769865233080492,0.3845077893065224,14.41933626955655,3.0,0.22196,8.111925010863494,118.57231022423369,38.860103626943,-6.082725060827265
RL,RL,RL,USA,Consumer Cyclical,Apparel Manufacturing,United States,1.535,11.510543848937989,63.9256,2024,2024-03-31,0.6463,6.6314,2.4503,6.6026,2.6753,9.91,180.0615692138672,0.2637636207811288,0.097885681398237,0.2324216852922057,18.169684078089524,3.2249999999999996,0.2104879,9.746056639623609,109.1825490756234,32.542885973763866,28.367875647668406
RMD,RMD,RMD,USA,Healthcare,Medical Instruments & Supplies,United States,0.867,30.21321654083252,148.78,2022,2022-06-30,0.779437,3.578127,3.360751,5.095853,0.91755,5.34,203.07310485839844,0.2319234599647519,0.1529551578509034,0.0303691597602642,38.02867132179746,1.72,0.1391856,21.783379963874957,27.3019334071462,32.20973782771536,
RMD,RMD,RMD,USA,Healthcare,Medical Instruments & Supplies,United States,0.867,31.343657759114258,146.931008,2023,2023-06-30,0.897556,4.222993,4.129903,6.751708,1.579908,6.12,213.32228088378903,0.2173310123748669,0.1329376211175009,0.0504059868233019,34.85658184375638,1.84,0.2458244,21.25402528491049,38.25532948352541,30.065359477124183,14.606741573033721
RMD,RMD,RMD,USA,Healthcare,Medical Instruments & Supplies,United States,0.867,27.09676180685547,146.907008,2024,2024-06-30,1.020951,4.685297,4.864043,6.872394,0.873935,6.94,184.44839477539065,0.2098976098689917,0.1485582753258908,0.0322523778387015,26.5775784978949,2.02,0.2543227,21.790528967533966,17.967254812508855,29.106628242074926,13.398692810457513
ROK,ROK,ROK,USA,Industrials,Specialty Industrial Machinery,United States,1.499,23.46495732772827,115.435,2022,2022-09-30,0.9322,7.7604,2.7256,10.7587,4.183,7.978299,203.27420043945312,0.342016436747872,0.0866461561341054,0.1782658259964954,25.478388368178873,4.54,0.2065178,12.012267408896449,153.47079542119167,56.904360190060565,
ROK,ROK,ROK,USA,Industrials,Specialty Industrial Machinery,United States,1.499,31.347953782958985,114.86,2023,2023-09-30,1.387,9.058,3.5616,11.304,3.3349,12.085366,272.92315673828125,0.3894317160826595,0.1226999292285916,0.1063833391834614,22.582945087329687,4.79,0.1936638,15.3124310002208,93.63488319856246,39.63471193176938,51.477977949936445
ROK,ROK,ROK,USA,Industrials,Specialty Industrial Machinery,United States,1.499,29.83440381512451,113.467,2024,2024-09-30,0.953,8.264,3.498,11.232,4.085,8.42418,262.93463134765625,0.2724413950829045,0.084846866096866,0.1369224612401711,31.211896154599767,5.0600000000000005,0.2252215,11.531945788964181,116.78101772441394,60.065193288842366,-30.294374204306273
ROL,ROL,ROL,USA,Consumer Cyclical,Personal Services,United States,0.785,15.991443955582396,492.048992,2021,2021-12-31,0.356565,2.4243,1.111217,2.02154,0.40276,0.71,32.499698638916016,0.3208779203341921,0.1763828566340512,0.0251859682664492,45.774223435092985,0.42,0.3535108,14.70795693602277,36.24494585665987,59.154929577464785,
ROL,ROL,ROL,USA,Consumer Cyclical,Personal Services,United States,0.785,17.306174023529053,492.472,2022,2022-12-31,0.368599,2.695823,1.267197,2.122028,0.336329,0.75,35.14143753051758,0.290877424741378,0.1737012895211561,0.019434047036782,46.8552500406901,0.43,0.4159046,13.672967401791588,26.541177101902864,57.333333333333336,5.633802816901423
ROL,ROL,ROL,USA,Consumer Cyclical,Personal Services,United States,0.785,20.420139610814452,484.038016,2023,2023-12-31,0.434957,3.073278,1.155567,2.59546,0.816348,0.89,42.18705749511719,0.376401368332602,0.1675837809097424,0.039977591513021,47.40118819676088,0.54,0.4737084,14.152868695900597,70.64480034476581,60.67415730337079,18.666666666666675
ROL,ROL,ROL,USA,Consumer Cyclical,Personal Services,United States,0.785,22.178173504003176,484.304992,2024,2024-12-31,0.466379,3.388708,1.330593,2.819695,0.812528,0.96,45.79381561279297,0.3505046246297703,0.1654005131760704,0.0366363803517606,47.70189126332601,0.615,0.4255744,13.762737893025898,61.065104055109266,64.0625,7.86516853932584
ROP,ROP,ROP,USA,Technology,Software - Application,United States,0.938,50.68187267272949,105.485,2021,2021-12-31,1.1526,4.8338,11.5638,23.7139,7.9633,10.95,480.4652099609375,0.0996731178332382,0.0486044050114068,0.1571232391395993,43.87810136629567,2.252,0.1127596,23.844594315031653,68.86404123212093,20.5662100456621,
ROP,ROP,ROP,USA,Technology,Software - Application,United States,0.938,45.26896031958008,106.052,2022,2022-12-31,4.5447,5.3718,16.0378,26.9808,6.7081,42.92,426.8562622070313,0.2833742782675928,0.1684420032022771,0.1481832132358153,9.945392875280318,2.48,0.1367356,84.60292639338768,41.826809163351584,5.778191985088537,291.9634703196348
ROP,ROP,ROP,USA,Technology,Software - Application,United States,0.938,56.431655453857424,106.822,2023,2023-12-31,1.3842,6.1778,17.4448,28.1675,6.3734,12.98,528.2774658203125,0.0793474273135834,0.0491417413685985,0.1129401565263551,40.699342513121145,2.732,0.1287996,22.406034510667226,36.534669357057695,21.047765793528505,-69.75768872320596
ROP,ROP,ROP,USA,Technology,Software - Application,United States,0.938,55.401272586730954,107.229,2024,2024-12-31,1.5493,7.0392,18.8676,31.3347,7.6692,14.47,516.6631469726562,0.0821143123661727,0.0494435880988169,0.1384300331367629,35.70581527108889,3.0,0.1262718,22.009603364018638,40.64745913629715,20.73255010366275,11.479198767334363
ROST,ROST,ROST,USA,Consumer Cyclical,Apparel Retail,United States,1.038,32.98329955338428,353.329984,2022,2022-01-31,1.722589,18.916244,4.06005,13.640256,5.622139,4.9,93.34984588623048,0.4242777798302976,0.1262871459303989,0.1704541109024108,19.05098895637356,1.24,0.7699558,9.106400826718032,138.47462469674016,25.30612244897959,
ROST,ROST,ROST,USA,Consumer Cyclical,Apparel Retail,United States,1.038,39.5544349252727,345.775008,2023,2023-01-31,1.512041,18.695829,4.288583,13.416463,5.706447,4.4,114.39356231689452,0.3525735656742565,0.1127004188808928,0.1442681967466043,25.9985368902033,1.34,0.5740939,8.087584669286395,133.06136315888023,30.454545454545457,-10.204081632653061
ROST,ROST,ROST,USA,Consumer Cyclical,Apparel Retail,United States,1.038,46.2512824052168,336.665984,2024,2024-01-31,1.87452,20.376941,4.871326,14.300109,5.747704,5.59,137.3803253173828,0.3848069293658441,0.1310843155111614,0.1242712353279895,24.576086818852023,1.472,0.587526,9.199221806648996,117.99054302668308,26.33273703041145,27.04545454545453
RSG,RSG,RSG,USA,Industrials,Waste Management,United States,0.55,42.18323561990625,317.095008,2021,2021-12-31,1.2904,11.295,8.9789,24.955,9.8316,4.05,133.0302734375,0.1437147089287106,0.0517090763374073,0.2330688923103962,32.84698109567901,1.77,0.2778524,11.424524125719344,109.4967089509851,43.7037037037037,
RSG,RSG,RSG,USA,Industrials,Waste Management,United States,0.55,39.35213836698193,316.000992,2022,2022-12-31,1.488,13.511,9.686,29.0529,12.0814,4.7,124.5316925048828,0.1536237869089407,0.0512169181045609,0.3070074588408337,26.496104788272937,1.91,0.3098082,11.013248464214344,124.73053892215569,40.638297872340424,16.049382716049386
RSG,RSG,RSG,USA,Industrials,Waste Management,United States,0.55,50.92670682802539,314.636992,2023,2023-12-31,1.731,14.965,10.542,31.41,13.069,5.47,161.85861206054688,0.1642003414911781,0.0551098376313276,0.2566237012758897,29.590239864816613,2.06,0.3074349,11.566989642499166,123.97078353253652,37.659963436928706,16.38297872340424
RSG,RSG,RSG,USA,Industrials,Waste Management,United States,0.55,62.348316638671875,313.152,2024,2024-12-31,2.043,16.032,11.405,32.402,12.957,6.5,199.0992126464844,0.1791319596668128,0.0630516634775631,0.2078163565359734,30.630648099459133,1.65,0.2785207,12.743263473053892,113.60806663743975,25.384615384615383,18.82998171846435
RTX,RTX,RTX,USA,Industrials,Aerospace & Defense,United States,0.435,118.43575483551855,1506.930048,2021,2021-12-31,3.864,64.388,73.068,161.404,33.142,2.57,78.59406280517578,0.0528822466743307,0.0239399271393521,0.2798310362105347,30.581347395010035,2.005,1.4614398,6.0011182207864815,45.35774894618712,78.01556420233463,
RTX,RTX,RTX,USA,Industrials,Aerospace & Defense,United States,0.435,138.5105496933867,1470.060032,2022,2022-12-31,5.197,67.074,72.632,158.864,33.5,3.52,94.22101593017578,0.0715524837537173,0.0327135159633397,0.241858833671205,26.767334071072664,2.16,1.318403,7.748158750037272,46.12292102654477,61.36363636363637,36.964980544747085
RTX,RTX,RTX,USA,Industrials,Aerospace & Defense,United States,0.435,117.5353387729375,1437.900032,2023,2023-12-31,3.195,68.92,59.798,161.869,45.239,2.24,81.740966796875,0.0534298805980133,0.0197381833457919,0.3848970060604128,36.491503034319194,2.32,1.6953314,4.635809634358677,75.6530318739757,103.57142857142856,-36.36363636363635
RTX,RTX,RTX,USA,Industrials,Aerospace & Defense,United States,0.435,151.20657480149413,1331.020032,2024,2024-12-31,4.774,80.738,60.156,162.861,42.893,3.58,113.6020278930664,0.0793603298091628,0.0293133408243839,0.2836715272223477,31.7324100259962,2.48,1.6058129,5.912953008496618,71.30294567457943,69.27374301675977,59.821428571428555
RVTY,RVTY,RVTY,USA,Healthcare,Diagnostics & Research,United States,1.061,13.554517889938355,123.407,2023,2023-12-31,0.693094,2.750571,7.872739,13.564665,4.065295,5.615462,109.8358917236328,0.0880372129699714,0.051095548618414,0.2999217702178626,19.559546787714496,0.28,0.204761,25.198186122081562,51.63761938507043,4.986232655478749,
RVTY,RVTY,RVTY,USA,Healthcare,Diagnostics & Research,United States,1.061,13.545040210586548,121.702,2024,2024-12-31,0.270385,2.755026,7.666874,12.392478,3.325805,2.241144,111.2967758178711,0.0352666549626353,0.021818477305346,0.2455367387835891,49.66069820496635,0.28,0.2107757,9.814244947234616,43.378892101265784,12.49361933012783,-60.08976643417764
SBAC,SBAC,SBAC,USA,Real Estate,REIT - Specialty,United States,0.861,21.46997364326477,107.523,2024,2024-12-31,0.749536,2.679634,-5.109938,11.417336,15.756194,6.96,199.6779632568359,-0.1466820145371626,0.0656489394723953,0.7338711384465435,28.689362536901715,3.92,0.2307062,27.97158119355106,-308.34413255111906,56.32183908045977,
SBUX,SBUX,SBUX,USA,Consumer Cyclical,Restaurants,United States,0.977,89.38562570117382,1147.399936,2022,2022-09-30,3.2816,32.2503,-8.7066,27.9784,23.8048,2.860031,77.90276336669922,-0.3769094709760411,0.1172904812283761,0.2663157505836802,27.23843320813628,2.0,2.2017295,10.175409220999494,-273.4109755817426,69.92931195501028,
SBUX,SBUX,SBUX,USA,Consumer Cyclical,Restaurants,United States,0.977,98.55446956777149,1145.400064,2023,2023-09-30,4.1245,35.9756,-7.9948,29.4455,24.5998,3.600925,86.04370880126953,-0.5158978335918347,0.1400723370294272,0.2496061326075508,23.89489056319405,2.16,1.6403381,11.464714973482028,-307.6975033771952,59.98458729354263,25.905103825797692
SBUX,SBUX,SBUX,USA,Consumer Cyclical,Restaurants,United States,0.977,107.92530576813672,1143.459968,2024,2024-09-30,3.7609,36.1762,-7.4489,31.3393,25.8031,3.317953,94.38485717773438,-0.5048933399562352,0.1200058712223948,0.2390829455274795,28.44671313238445,2.32,2.717507,10.396061498996577,-346.4014820980279,69.92263000711583,-7.858314183161275
SCHW,SCHW,SCHW,USA,Financial Services,Capital Markets,United States,0.956,153.69077190236132,1930.349952,2021,2021-12-31,5.855,18.52,56.261,667.27,23.769,2.84,79.61808776855469,0.1040685377081815,0.0087745590240832,0.1546546985599127,28.034537946674188,0.72,1.6985366,31.614470842332615,42.2477382200814,25.352112676056336,
SCHW,SCHW,SCHW,USA,Financial Services,Capital Markets,United States,0.956,146.4269879527207,1866.739968,2022,2022-12-31,7.183,20.762,36.608,551.772,37.878,3.52,78.43994903564453,0.1962139423076923,0.0130180581834525,0.2586818217706581,22.284076430580832,0.84,2.0104538,34.59685964743281,103.46918706293707,23.863636363636363,23.943661971831
